"Participant","trial_type","trial_number","key_pressed","Response","correctness","RT","logRT","Mapping","expected","Handedness"
2089,"experimental_trials_compatible",31,"q","left",1,409,6.0137151560428,"compatible","small","right-handed"
2089,"experimental_trials_compatible",32,"p","right",1,448,6.10479323241498,"compatible","large","right-handed"
2089,"experimental_trials_compatible",33,"p","right",1,497,6.20859002609663,"compatible","large","right-handed"
2089,"experimental_trials_compatible",34,"q","left",1,421,6.04263283368238,"compatible","small","right-handed"
2089,"experimental_trials_compatible",35,"p","right",1,390,5.96614673912369,"compatible","large","right-handed"
2089,"experimental_trials_compatible",36,"q","left",1,388,5.96100533962327,"compatible","small","right-handed"
2089,"experimental_trials_compatible",37,"q","left",1,450,6.10924758276437,"compatible","small","right-handed"
2089,"experimental_trials_compatible",38,"p","right",1,446,6.10031895202006,"compatible","large","right-handed"
2089,"experimental_trials_compatible",39,"p","right",1,410,6.01615715969835,"compatible","large","right-handed"
2089,"experimental_trials_compatible",40,"p","right",1,444,6.09582456243222,"compatible","large","right-handed"
2089,"experimental_trials_compatible",41,"p","right",1,422,6.04500531403601,"compatible","large","right-handed"
2089,"experimental_trials_compatible",42,"p","right",1,460,6.13122648948314,"compatible","large","right-handed"
2089,"experimental_trials_compatible",43,"p","right",1,401,5.99396142730657,"compatible","large","right-handed"
2089,"experimental_trials_compatible",44,"p","right",1,422,6.04500531403601,"compatible","large","right-handed"
2089,"experimental_trials_compatible",45,"p","right",1,376,5.92958914338989,"compatible","large","right-handed"
2089,"experimental_trials_compatible",46,"q","left",1,473,6.15909538849193,"compatible","small","right-handed"
2089,"experimental_trials_compatible",47,"q","left",1,338,5.82304589548302,"compatible","small","right-handed"
2089,"experimental_trials_compatible",48,"q","left",1,348,5.85220247977447,"compatible","small","right-handed"
2089,"experimental_trials_compatible",49,"p","right",1,420,6.04025471127741,"compatible","large","right-handed"
2089,"experimental_trials_compatible",50,"q","left",1,449,6.10702288774225,"compatible","small","right-handed"
2089,"experimental_trials_compatible",51,"p","right",1,396,5.98141421125448,"compatible","large","right-handed"
2089,"experimental_trials_compatible",52,"p","right",1,423,6.04737217904628,"compatible","large","right-handed"
2089,"experimental_trials_compatible",53,"q","left",1,400,5.99146454710798,"compatible","small","right-handed"
2089,"experimental_trials_compatible",54,"p","right",1,468,6.14846829591765,"compatible","large","right-handed"
2089,"experimental_trials_compatible",55,"q","left",1,451,6.11146733950268,"compatible","small","right-handed"
2089,"experimental_trials_compatible",56,"q","left",1,451,6.11146733950268,"compatible","small","right-handed"
2089,"experimental_trials_compatible",57,"p","right",1,485,6.18414889093748,"compatible","large","right-handed"
2089,"experimental_trials_compatible",58,"q","left",1,510,6.23441072571837,"compatible","small","right-handed"
2089,"experimental_trials_compatible",59,"q","left",1,411,6.01859321449623,"compatible","small","right-handed"
2089,"experimental_trials_compatible",60,"q","left",1,486,6.18620862390049,"compatible","small","right-handed"
2088,"experimental_trials_incompatible",1,"q","left",1,604,6.40357419793482,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",2,"p","right",1,536,6.2841341610708,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",3,"q","left",1,425,6.05208916892442,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",4,"p","right",1,493,6.20050917404269,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",5,"p","right",1,478,6.16961073249146,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",6,"p","right",1,528,6.26909628370626,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",7,"q","left",1,512,6.23832462503951,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",8,"q","left",1,531,6.27476202124194,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",9,"q","left",1,436,6.07764224334903,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",10,"p","right",1,423,6.04737217904628,"incompatible","small","left-handed"
2088,"experimental_trials_incompatible",11,"q","left",1,395,5.97888576490112,"incompatible","large","left-handed"
2088,"experimental_trials_incompatible",12,"p","right",1,447,6.10255859461357,"incompatible","small","left-handed"
